선수명,팀명,경기,타석,타수,안타,단타,2루타,3루타,홈런,고4,HBP,희플,희타,병살,도실,득점,타점,볼넷,삼진,도루,BABIP,타율,출루율,장타율,OPS,wOBA,WAR,볼넷%,삼진%,볼/삼,ISO,타수/홈런,OPS,RC,RC/27,wRC,SPD,wSB,wOBA,wRAA,WAR
로맥        ,SSG   ,107,421,355,80,49,11,0,20,1,4,3,3,9,0,55,52,59,82,1,0,0.225,0.34,0.425,0.765,0.348,1.12,14,19.5,0.72,0.2,17.75,0.765,53.97,5.08,55.65,2.48,0.15,0.348,3.88,1.12
김민하      ,한화  ,46,142,115,24,18,4,1,1,0,8,2,2,3,3,14,17,17,36,6,0,0.209,0.345,0.287,0.632,0.314,-0.03,12,25.4,0.47,0.078,115,0.632,13.35,3.64,14.34,5.43,-0.2,0.314,-3.13,-0.03
이정범      ,SSG   ,19,66,59,15,8,4,0,3,0,0,0,0,1,0,8,9,7,15,0,0,0.254,0.333,0.475,0.808,0.359,0.3,10.6,22.7,0.47,0.221,19.67,0.808,9.49,5.69,9.39,2.15,-0.01,0.359,1.27,0.3
양석환      ,두산  ,133,546,488,133,83,22,0,28,2,9,7,7,10,3,66,96,42,136,2,0,0.273,0.337,0.49,0.827,0.362,2.06,7.7,24.9,0.31,0.217,17.43,0.827,80.42,5.79,79.17,2.49,-1.04,0.362,12.02,2.06
보어        ,LG    ,32,117,100,17,12,2,0,3,0,3,3,3,2,0,7,17,11,30,0,0,0.17,0.265,0.28,0.545,0.259,-0.74,9.4,25.6,0.37,0.11,33.33,0.545,8.4,2.58,5.97,1.53,-0.01,0.259,-8.42,-0.74
김기환      ,NC    ,62,149,140,29,17,7,2,3,0,0,0,1,1,3,19,13,8,45,15,0,0.207,0.25,0.35,0.6,0.268,-0.52,5.4,30.2,0.18,0.143,46.67,0.6,13.16,3.06,8.77,9.5,1.6,0.268,-9.55,-0.52
나주환      ,KIA   ,19,32,31,5,5,0,0,0,0,0,1,1,2,0,0,3,0,12,0,0,0.161,0.156,0.161,0.317,0.143,-0.5,0,37.5,0,0,,0.317,0.55,0.51,-1.74,-2.4,0,0.143,-5.68,-0.5
김민수      ,롯데  ,82,224,199,48,33,11,1,3,0,3,1,4,4,0,19,25,18,62,0,0,0.241,0.312,0.352,0.664,0.307,0.11,8,27.7,0.29,0.111,66.33,0.664,22.55,3.83,21.28,2.7,-0.02,0.307,-6.27,0.11
신민재      ,LG    ,32,27,23,3,3,0,0,0,0,0,0,0,0,1,8,2,4,6,2,0,0.13,0.259,0.13,0.389,0.217,-0.23,14.8,22.2,0.67,0,,0.389,1.13,1.45,0.33,9.68,-0.06,0.217,-2.99,-0.23
최민재      ,롯데  ,21,27,25,2,1,1,0,0,0,0,0,0,1,0,2,2,2,8,2,0,0.08,0.148,0.12,0.268,0.138,-0.41,7.4,29.6,0.25,0.04,,0.268,0.51,0.57,-1.6,4.8,0.4,0.138,-4.93,-0.41
김태연      ,한화  ,53,220,176,53,38,12,0,3,0,5,5,5,4,3,29,34,34,44,5,0,0.301,0.418,0.42,0.838,0.392,1.83,15.4,20,0.77,0.119,58.67,0.838,34.73,6.95,37.85,3.56,-0.42,0.392,10.8,1.83
노수광      ,한화  ,52,180,160,37,27,7,0,3,0,1,0,2,1,1,21,14,17,46,13,0,0.231,0.309,0.331,0.64,0.3,0.22,9.4,25.6,0.37,0.1,53.33,0.64,19.28,4.1,15.95,6.18,2.11,0.3,-6.18,0.22
유민상      ,KIA   ,24,74,60,14,11,2,0,1,0,6,0,0,1,0,7,6,8,18,0,0,0.233,0.378,0.317,0.695,0.345,0.17,10.8,24.3,0.44,0.084,60,0.695,8.26,4.75,9.56,2.84,-0.01,0.345,0.46,0.17
노진혁      ,NC    ,107,384,330,95,65,22,0,8,0,5,3,7,3,1,41,58,42,90,1,0,0.288,0.374,0.427,0.801,0.367,2.82,10.9,23.4,0.47,0.139,41.25,0.801,56.68,6.22,57.52,3.07,-0.31,0.367,10.3,2.82
나성범      ,NC    ,144,623,570,160,97,29,1,33,2,11,4,4,5,2,96,101,38,155,1,0,0.281,0.335,0.509,0.844,0.368,3.19,6.1,24.9,0.24,0.228,17.27,0.844,98.87,6.34,93.67,3.92,-0.78,0.368,17.06,3.19
한유섬      ,SSG   ,135,519,442,123,73,18,1,31,4,10,6,7,11,0,71,95,60,96,1,0,0.278,0.373,0.534,0.907,0.396,4.14,11.6,18.5,0.62,0.256,14.26,0.907,90.29,7.23,91.15,2.71,0.14,0.396,27.33,4.14
문보경      ,LG    ,107,329,278,64,44,11,1,8,1,0,2,5,5,1,37,39,46,64,3,0,0.23,0.337,0.363,0.7,0.327,0.51,14,19.4,0.72,0.133,34.75,0.7,37.04,4.44,37.25,3.84,0.1,0.327,-3.21,0.51
이정훈      ,KIA   ,41,151,129,32,24,6,0,2,0,3,0,0,3,0,14,14,19,33,0,0,0.248,0.358,0.341,0.699,0.335,0.2,12.6,21.8,0.58,0.093,64.5,0.699,16.79,4.53,18.18,1.84,-0.02,0.335,-0.39,0.2
김용의      ,LG    ,102,42,27,4,2,2,0,0,0,0,1,5,1,0,19,2,10,5,6,0,0.148,0.368,0.222,0.59,0.318,0.07,23.8,11.9,2,0.074,,0.59,4.49,4.18,4.42,9.86,1.19,0.318,-0.75,0.07
최보성      ,NC    ,10,14,12,3,3,0,0,0,0,1,0,1,0,1,0,1,0,5,0,0,0.25,0.308,0.25,0.558,0.273,-0.08,0,35.7,0,0,,0.558,0.81,1.99,0.89,3.03,-0.46,0.273,-0.83,-0.08
권희동      ,NC    ,55,171,133,35,24,3,0,8,1,5,3,4,4,0,25,26,29,24,2,0,0.263,0.406,0.466,0.872,0.397,1.46,17,14,1.21,0.203,16.63,0.872,28.11,7.16,30.29,2.97,0.37,0.397,9.26,1.46
정은원      ,한화  ,139,608,495,140,107,22,5,6,1,1,3,7,9,11,85,39,105,105,19,0,0.283,0.407,0.384,0.791,0.376,4.41,17.3,17.3,1,0.101,82.5,0.791,85.95,6.08,95.97,5.58,-1.37,0.376,21.2,4.41
배정대      ,KT    ,144,595,510,132,96,23,1,12,2,12,5,8,9,7,85,68,65,132,19,0,0.259,0.353,0.378,0.731,0.34,2.55,10.9,22.2,0.49,0.119,42.5,0.731,73.71,4.95,74.19,5.3,0.49,0.34,1.02,2.55
안중열      ,롯데  ,58,157,125,29,21,5,0,3,0,1,1,4,1,0,19,16,27,25,0,0,0.232,0.37,0.344,0.714,0.345,1.04,17.2,15.9,1.08,0.112,41.67,0.714,18.74,5.01,20.35,2.94,-0.02,0.345,1.05,1.04
한동희      ,롯데  ,129,496,424,113,72,24,0,17,1,6,4,5,21,1,54,69,61,95,0,0,0.267,0.364,0.443,0.807,0.366,3.32,12.3,19.2,0.64,0.176,24.94,0.807,66.31,5.3,73.8,0.38,-0.52,0.366,12.81,3.32
민병헌      ,롯데  ,14,49,42,8,5,3,0,0,0,0,0,1,2,1,5,2,6,11,0,0,0.19,0.292,0.262,0.554,0.271,-0.18,12.2,22.4,0.54,0.072,,0.554,2.94,2.09,3.04,1.67,-0.47,0.271,-2.98,-0.18
박정현      ,한화  ,33,120,107,21,17,4,0,0,0,0,1,4,1,0,10,9,9,32,1,0,0.196,0.256,0.234,0.49,0.236,-0.74,7.5,26.7,0.28,0.038,,0.49,7.3,2.17,3.6,3.79,0.19,0.236,-11.16,-0.74
전민수      ,NC    ,71,109,98,25,19,3,0,3,1,0,0,0,2,0,12,16,11,23,0,0,0.255,0.33,0.378,0.708,0.323,0.11,10.1,21.1,0.48,0.123,32.67,0.708,12.35,4.45,11.89,2.11,-0.01,0.323,-1.51,0.11
강한울      ,삼성  ,124,258,223,58,53,5,0,0,0,0,3,6,5,2,25,27,29,58,2,0,0.26,0.341,0.283,0.624,0.304,0.15,11.2,22.5,0.5,0.023,,0.624,23.37,3.54,23.64,2.77,-0.56,0.304,-8.08,0.15
라모스      ,LG    ,51,205,185,45,29,7,1,8,0,2,0,0,2,0,14,25,18,43,0,0,0.243,0.317,0.422,0.739,0.333,0.2,8.8,21,0.42,0.179,23.13,0.739,25.57,4.86,24.24,2.53,-0.02,0.333,-0.97,0.2
장승현      ,두산  ,92,211,177,41,29,10,0,2,0,8,1,7,2,0,18,27,19,50,0,0,0.232,0.332,0.322,0.654,0.313,0.74,9,23.7,0.38,0.09,88.5,0.654,21.23,3.95,21.17,2.77,-0.02,0.313,-4.78,0.74
장운호      ,한화  ,102,338,285,67,57,10,0,0,0,7,3,10,7,6,36,28,36,77,3,0,0.235,0.332,0.27,0.602,0.297,-0.68,10.6,22.8,0.47,0.035,,0.602,27.45,3.08,28.97,2.99,-2.21,0.297,-12.6,-0.68
김준태      ,KT    ,11,18,17,2,2,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0.118,0.167,0.118,0.285,0.145,0.01,5.6,27.8,0.2,0,,0.285,0.25,0.42,-0.96,-1.52,0,0.145,-3.17,0.01
김은성      ,Hero  ,6,18,18,5,2,3,0,0,0,0,0,0,0,0,1,2,0,6,0,0,0.278,0.278,0.444,0.722,0.312,-0.01,0,33.3,0,0.166,,0.722,2.22,4.61,1.79,2.81,0,0.312,-0.42,-0.01
장규현      ,한화  ,7,12,12,3,2,1,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0.25,0.25,0.333,0.583,0.258,-0.05,0,33.3,0,0.083,,0.583,0.67,1.81,0.6,-3.19,0,0.258,-0.87,-0.05
오명진      ,두산  ,2,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.09,0,33.3,0,0,,0,0,0,-0.56,,0,0,-0.93,-0.09
권혁경      ,KIA   ,5,18,18,4,4,0,0,0,0,0,0,0,2,0,1,0,0,6,0,0,0.222,0.222,0.222,0.444,0.204,-0.13,0,33.3,0,0,,0.444,0.44,0.74,0.01,-3.6,0,0.204,-2.2,-0.13
모창민      ,NC    ,3,6,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0.167,0,0.167,0.129,-0.17,16.7,16.7,1,0,,0.167,0,0,-0.41,4.46,-0.46,0.129,-1.14,-0.17
김현민      ,한화  ,5,12,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.083,0.083,0.083,0.166,0.077,-0.29,0,33.3,0,0,,0.166,0.08,0.2,-1.39,1.81,0,0.077,-2.86,-0.29
김인태      ,두산  ,133,418,344,89,65,15,1,8,0,3,4,9,10,2,51,46,62,68,0,0,0.259,0.373,0.378,0.751,0.354,1.58,14.8,16.3,0.91,0.119,43,0.751,51.71,5.06,57.54,2.2,-0.98,0.354,6.14,1.58
신본기      ,KT    ,96,206,174,41,32,8,0,1,0,4,1,6,6,2,25,19,22,45,1,0,0.236,0.333,0.299,0.632,0.307,0.14,10.7,21.8,0.49,0.063,174,0.632,17.93,3.29,19.44,2.54,-0.75,0.307,-5.9,0.14
하주석      ,한화  ,138,594,525,143,103,27,3,10,1,10,3,8,9,6,84,68,51,135,23,0,0.272,0.346,0.392,0.738,0.339,2.67,8.6,22.7,0.38,0.12,52.5,0.738,75.75,5.05,73.77,6.17,1.75,0.339,0.73,2.67
최주환      ,SSG   ,116,470,406,104,70,16,0,18,4,9,2,2,7,1,50,67,53,84,2,0,0.256,0.353,0.429,0.782,0.354,2.17,11.3,17.9,0.63,0.173,22.56,0.782,64.34,5.57,64.55,2.89,-0.12,0.354,6.75,2.17
최형우      ,KIA   ,104,446,373,87,59,15,1,12,10,4,2,2,9,0,52,55,67,67,0,0,0.233,0.354,0.375,0.729,0.334,0.19,15,15,1,0.142,31.08,0.729,52.53,4.78,53.1,2.49,-0.05,0.334,-1.74,0.19
송준석      ,삼성  ,19,55,51,12,8,2,0,2,0,1,0,0,1,0,5,4,3,13,0,0,0.235,0.291,0.392,0.683,0.307,-0.05,5.4,23.6,0.23,0.157,25.5,0.683,5.74,3.87,5.23,1.95,-0.01,0.307,-1.54,-0.05
김강민      ,SSG   ,122,260,223,53,32,12,1,8,1,6,3,6,3,3,43,27,25,52,3,0,0.238,0.327,0.408,0.735,0.332,0.81,9.6,20,0.48,0.17,27.88,0.735,31.15,4.62,30.65,5.49,-0.81,0.332,-1.33,0.81
허정협      ,Hero  ,29,52,45,7,7,0,0,0,0,0,0,0,1,0,5,2,7,10,0,0,0.156,0.269,0.156,0.425,0.228,-0.44,13.5,19.2,0.7,0,,0.425,2.21,1.53,1.17,2.46,-0.01,0.228,-5.23,-0.44
강백호      ,KT    ,142,628,516,179,122,40,1,16,10,0,8,8,7,5,76,102,104,85,10,0,0.347,0.451,0.521,0.972,0.434,6.97,16.6,13.5,1.22,0.174,32.25,0.972,130.8,9.89,132.25,3.95,-0.4,0.434,55.02,6.97
이도윤      ,한화  ,56,68,63,11,11,0,0,0,0,0,0,1,1,2,5,2,4,18,1,0,0.175,0.224,0.175,0.399,0.197,-0.72,5.9,26.5,0.22,0,,0.399,2.31,1.11,-0.39,3.76,-0.73,0.197,-8.75,-0.72
홍창기      ,LG    ,144,651,524,172,140,26,2,4,4,16,2,2,6,8,103,52,109,95,23,0,0.328,0.456,0.408,0.864,0.412,7.1,16.7,14.6,1.15,0.08,131,0.864,112.46,8.25,123.73,5.65,0.79,0.412,43.67,7.1
김찬형      ,SSG   ,71,135,110,22,14,6,0,2,0,3,0,8,1,0,18,6,14,27,0,0,0.2,0.307,0.309,0.616,0.296,0.02,10.4,20,0.52,0.109,55,0.616,11.99,3.34,11.4,3.9,-0.01,0.296,-5.21,0.02
이창진      ,KIA   ,105,293,249,52,40,8,1,3,0,1,3,7,10,0,35,33,36,54,5,0,0.209,0.308,0.285,0.593,0.287,-0.26,12.3,18.4,0.67,0.076,83,0.593,23.6,2.98,22.38,3.84,0.96,0.287,-13.65,-0.26
안재석      ,두산  ,96,224,200,51,39,8,2,2,0,4,4,4,4,0,28,14,16,53,1,0,0.255,0.317,0.345,0.662,0.306,0.34,7.1,23.7,0.3,0.09,100,0.662,23.18,3.99,20.95,4.88,0.17,0.306,-6.6,0.34
알몬테      ,KT    ,60,250,225,61,45,9,0,7,0,1,2,2,9,0,18,36,22,50,1,0,0.271,0.336,0.404,0.74,0.337,0.43,8.8,20,0.44,0.133,32.14,0.74,29.64,4.57,30.51,1.04,0.17,0.337,-0.24,0.43
박민        ,KIA   ,18,38,35,6,5,1,0,0,0,1,0,0,1,1,3,3,2,10,0,0,0.171,0.237,0.2,0.437,0.216,-0.32,5.3,26.3,0.2,0.029,,0.437,1.43,1.25,0.43,3.15,-0.46,0.216,-4.25,-0.32
이흥련      ,SSG   ,90,146,127,30,24,3,0,3,0,5,0,2,4,0,15,14,12,31,0,0,0.236,0.326,0.331,0.657,0.312,0.51,8.2,21.2,0.39,0.095,42.33,0.657,13.98,3.66,14.51,1.86,-0.02,0.312,-3.44,0.51
최재훈      ,한화  ,116,467,375,103,75,21,0,7,2,12,3,8,16,2,52,44,72,68,3,0,0.275,0.405,0.387,0.792,0.376,4.15,15.4,14.6,1.06,0.112,53.57,0.792,62.42,5.66,73.45,1.94,-0.39,0.376,16.02,4.15
강승호      ,두산  ,113,340,301,72,47,16,2,7,1,6,3,11,8,2,47,37,22,78,8,0,0.239,0.301,0.375,0.676,0.306,0.35,6.5,22.9,0.28,0.136,43,0.676,34.49,3.72,31.78,5.68,0.64,0.306,-10.03,0.35
장성우      ,KT    ,127,460,385,89,62,13,0,14,3,3,3,12,16,2,46,63,60,69,1,0,0.231,0.337,0.374,0.711,0.329,1.87,13,15,0.87,0.143,27.5,0.711,48.6,4.03,52.72,1.27,-0.77,0.329,-3.85,1.87
예진원      ,Hero  ,52,132,114,18,10,6,1,1,0,2,1,4,2,1,16,8,12,28,0,0,0.158,0.248,0.254,0.502,0.241,-0.9,9.1,21.2,0.43,0.096,114,0.502,7.68,2.01,4.59,5.2,-0.47,0.241,-11.64,-0.9
이원석      ,삼성  ,131,480,399,92,64,19,0,9,2,11,8,10,11,0,40,59,60,80,1,0,0.231,0.341,0.346,0.687,0.324,1.01,12.5,16.7,0.75,0.115,44.33,0.687,51.65,4.25,52.69,2.12,0.14,0.324,-6.34,1.01
정의윤      ,SSG   ,62,178,165,38,29,2,0,7,1,0,2,2,5,1,21,24,11,37,0,0,0.23,0.275,0.37,0.645,0.286,-0.61,6.2,20.8,0.3,0.14,23.57,0.645,15.69,3.14,13.46,2.11,-0.48,0.286,-8.43,-0.61
김민식      ,KIA   ,100,301,250,55,44,8,0,3,1,4,3,6,2,0,30,26,41,49,0,0,0.22,0.336,0.288,0.624,0.305,0.71,13.6,16.3,0.84,0.068,83.33,0.624,28.41,3.78,27.89,2.94,-0.04,0.305,-9.13,0.71
조용호      ,KT    ,138,515,428,101,86,14,1,0,0,3,5,10,8,9,71,48,74,85,12,0,0.236,0.349,0.273,0.622,0.31,-0.35,14.4,16.5,0.87,0.037,,0.622,46.77,3.57,49.95,4.69,-1.82,0.31,-13.38,-0.35
윤형준      ,NC    ,51,81,74,22,17,0,0,5,0,0,1,4,2,1,10,10,3,17,0,0,0.297,0.321,0.5,0.821,0.356,0.26,3.7,21,0.18,0.203,14.8,0.821,10.83,4.96,11.27,1.95,-0.47,0.356,1.31,0.26
강경학      ,KIA   ,13,13,11,2,2,0,0,0,0,1,0,0,0,0,2,1,1,3,0,0,0.182,0.308,0.182,0.49,0.262,-0.03,7.7,23.1,0.33,0,,0.49,0.78,2.34,0.69,6.81,0,0.262,-0.91,-0.03
김건형      ,KT    ,11,39,33,7,6,1,0,0,1,0,0,0,0,0,4,0,6,6,1,0,0.212,0.333,0.242,0.575,0.28,-0.11,15.4,15.4,1,0.03,,0.575,3.27,3.4,2.73,4.63,0.19,0.28,-2.06,-0.11
정훈        ,롯데  ,135,561,486,142,100,27,1,14,8,3,3,4,6,1,70,79,68,89,8,0,0.292,0.38,0.438,0.818,0.369,2.87,12.1,15.9,0.76,0.146,34.71,0.818,86.63,6.59,84.91,4.67,1.07,0.369,15.92,2.87
정범모      ,NC    ,19,23,19,4,2,1,0,1,0,1,0,1,2,0,2,5,2,4,0,0,0.211,0.318,0.421,0.739,0.336,0.13,8.7,17.4,0.5,0.21,19,0.739,2.02,3.03,2.79,-2.65,0,0.336,-0.04,0.13
허도환      ,KT    ,62,125,105,29,21,6,0,2,0,2,0,10,3,0,8,21,8,28,0,0,0.276,0.339,0.39,0.729,0.335,0.7,6.4,22.4,0.29,0.114,52.5,0.729,14.05,4.26,15.05,1.12,-0.01,0.335,-0.32,0.7
박계범      ,두산  ,118,385,322,86,68,12,1,5,0,9,3,10,8,3,44,46,44,68,4,0,0.267,0.368,0.357,0.725,0.344,1.88,11.4,17.7,0.65,0.09,64.4,0.725,45.4,4.77,49.54,3.58,-0.64,0.344,2.19,1.88
오재원      ,두산  ,45,79,72,12,9,3,0,0,0,0,1,1,3,0,6,5,6,18,2,0,0.167,0.228,0.208,0.436,0.211,-0.68,7.6,22.8,0.33,0.041,,0.436,3.5,1.48,0.58,2.81,0.39,0.211,-9.13,-0.68
호잉        ,KT    ,68,294,259,62,39,11,1,11,2,4,5,5,2,2,32,52,26,52,5,0,0.239,0.313,0.417,0.73,0.324,0.32,8.8,17.7,0.5,0.178,23.55,0.73,36.22,4.75,32.37,4.89,0.05,0.324,-3.79,0.32
힐리        ,한화  ,67,268,249,64,45,11,1,7,0,2,1,1,6,1,27,37,16,58,2,0,0.257,0.306,0.394,0.7,0.315,-0.22,6,21.6,0.28,0.137,35.57,0.7,29.21,4.09,27.37,3.37,-0.09,0.315,-5.59,-0.22
황대인      ,KIA   ,86,308,282,67,43,10,1,13,0,2,5,6,8,0,30,45,18,62,0,0,0.238,0.283,0.418,0.701,0.308,-0.43,5.8,20.1,0.29,0.18,21.69,0.701,32.54,3.84,29.56,1.97,-0.03,0.308,-8.31,-0.43
이우성      ,KIA   ,65,100,85,17,12,5,0,0,0,0,1,2,2,1,12,4,13,17,2,0,0.2,0.303,0.259,0.562,0.277,-0.4,13,17,0.76,0.059,,0.562,7.48,2.77,6.7,3.91,-0.07,0.277,-5.59,-0.4
채은성      ,LG    ,110,448,387,107,71,20,0,16,2,16,7,7,9,2,59,82,38,80,4,0,0.276,0.359,0.452,0.811,0.364,2.04,8.5,17.9,0.48,0.176,24.19,0.811,65.24,5.91,65.72,3.58,-0.18,0.364,10.62,2.04
오태곤      ,SSG   ,122,253,235,63,44,10,0,9,0,2,1,2,4,4,47,35,14,52,9,0,0.268,0.313,0.426,0.739,0.33,0.3,5.5,20.6,0.27,0.158,26.11,0.739,30.86,4.58,29.21,5.79,-0.07,0.33,-1.9,0.3
박정우      ,KIA   ,32,61,48,9,8,1,0,0,0,2,0,1,2,2,3,4,10,8,0,0,0.188,0.35,0.208,0.558,0.299,-0.11,16.4,13.1,1.25,0.02,,0.558,3.8,2.33,5.32,1.22,-0.93,0.299,-2.18,-0.11
김재현      ,Hero  ,39,51,46,10,3,7,0,0,0,0,0,2,1,1,2,8,3,12,0,0,0.217,0.265,0.37,0.635,0.284,-0.01,5.9,23.5,0.25,0.153,,0.635,4.06,2.74,3.75,2.36,-0.46,0.284,-2.52,-0.01
페레즈      ,한화  ,59,252,224,60,39,15,1,5,0,4,7,7,4,5,26,33,17,52,4,0,0.268,0.321,0.411,0.732,0.327,0.22,6.8,20.6,0.33,0.143,44.8,0.732,29.7,4.46,28.47,4.14,-1.53,0.327,-2.52,0.22
추재현      ,롯데  ,95,300,262,66,46,15,0,5,0,7,0,5,3,3,37,26,26,57,4,0,0.252,0.336,0.366,0.702,0.328,0.58,8.7,19,0.46,0.114,52.4,0.702,33.87,4.42,34.04,4.35,-0.62,0.328,-2.86,0.58
황재균      ,KT    ,117,507,453,132,104,16,2,10,1,3,4,5,11,4,74,56,46,92,11,0,0.291,0.358,0.402,0.76,0.348,2.53,9.1,18.2,0.5,0.111,45.3,0.76,66.56,5.27,66.87,4.81,0.29,0.348,4.52,2.53
김민성      ,LG    ,121,426,360,80,50,22,0,8,2,8,5,16,7,3,35,39,42,73,3,0,0.222,0.313,0.35,0.663,0.307,0.31,9.9,17.1,0.58,0.128,45,0.663,42.03,3.71,40.21,2.95,-0.83,0.307,-12.18,0.31
박해민      ,삼성  ,127,542,454,132,104,22,1,5,2,3,7,16,3,15,78,54,69,82,36,0,0.291,0.383,0.377,0.76,0.356,3.11,12.7,15.1,0.84,0.086,90.8,0.76,74.49,5.65,75.4,6.19,0.2,0.356,8.74,3.11
변상권      ,Hero  ,72,171,159,38,29,5,4,0,0,0,3,3,2,0,19,20,9,40,0,0,0.239,0.275,0.321,0.596,0.27,-0.76,5.3,23.4,0.22,0.082,,0.596,14.6,3.13,10.37,6.52,-0.02,0.27,-10.66,-0.76
최영진      ,삼성  ,44,63,57,16,13,1,1,1,0,1,0,0,1,0,9,6,5,12,1,0,0.281,0.349,0.386,0.735,0.339,0.21,7.9,19,0.42,0.105,57,0.735,8.03,5.16,7.82,6.22,0.19,0.339,0.07,0.21
박지훈      ,두산  ,34,14,12,4,3,1,0,0,0,1,0,0,0,1,6,2,1,3,3,0,0.333,0.429,0.417,0.846,0.399,0.12,7.1,21.4,0.33,0.084,,0.846,2.53,7.59,2.5,12.34,0.14,0.399,0.77,0.12
김민수      ,NC    ,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-0.21,0,28.6,0,0,,0,0,0,-1.3,,0,0,-2.16,-0.21
정진기      ,SSG   ,2,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-0.41,0,28.6,0,0,,0,0,0,-1.3,,0,0,-2.16,-0.41
이명기      ,NC    ,56,232,191,56,42,12,0,2,0,1,0,3,2,3,30,14,37,27,6,0,0.293,0.41,0.387,0.797,0.38,1.51,16,11.6,1.37,0.094,95.5,0.797,33.97,6.41,37.47,4.37,-0.22,0.38,8.94,1.51
송우현      ,Hero  ,69,282,250,74,52,17,2,3,1,2,1,2,4,1,34,42,28,49,1,0,0.296,0.37,0.416,0.786,0.36,1.23,9.9,17.4,0.57,0.12,83.33,0.786,39.75,5.86,40.22,4.14,-0.3,0.36,5.54,1.23
정현        ,NC    ,56,120,96,22,18,3,1,0,0,4,0,6,6,1,9,7,14,20,0,0,0.229,0.351,0.281,0.632,0.315,0.16,11.7,16.7,0.7,0.052,,0.632,9.57,2.97,12.2,1.64,-0.48,0.315,-2.56,0.16
피렐라      ,삼성  ,140,621,553,158,102,25,2,29,2,8,3,3,8,6,102,97,57,89,9,0,0.286,0.359,0.495,0.854,0.378,3.16,9.2,14.3,0.64,0.209,19.07,0.854,99.87,6.54,99.16,4.94,-1.04,0.378,22.8,3.16
크레익      ,Hero  ,61,247,222,55,37,12,0,6,1,4,1,1,4,1,25,30,20,43,0,0,0.248,0.32,0.383,0.703,0.32,-0.07,8.1,17.4,0.46,0.135,37,0.703,27.46,4.29,26.35,2.53,-0.49,0.32,-4.02,-0.07
서건창      ,Hero  ,76,333,278,72,55,12,1,4,2,6,3,4,9,4,45,28,45,44,6,0,0.259,0.37,0.353,0.723,0.343,1.42,13.5,13.2,1.02,0.094,69.5,0.723,38.47,4.66,42.37,3.93,-0.69,0.343,1.42,1.42
