선수명,팀명,경기,타석,타수,안타,단타,2루타,3루타,홈런,고4,HBP,희플,희타,병살,도실,득점,타점,볼넷,삼진,도루,BABIP,타율,출루율,장타율,OPS,wOBA,WAR,볼넷%,삼진%,볼/삼,ISO,타수/홈런,OPS,RC,RC/27,wRC,SPD,wSB,wOBA,wRAA,WAR
양의지      ,NC    ,141,570,480,156,95,29,2,30,5,11,10,10,12,1,81,111,69,60,2,0,0.325,0.414,0.581,0.995,0.432,6.48,12.1,10.5,1.15,0.256,16,0.995,119.17,9.27,118.95,3.19,-0.13,0.432,48.85,6.48
최항        ,SSG   ,34,79,69,19,16,2,1,0,1,2,1,2,4,0,5,7,6,16,1,0,0.275,0.346,0.333,0.679,0.315,0.12,7.6,20.2,0.38,0.058,,0.679,7.73,3.73,8.02,2.7,0.19,0.315,-1.69,0.12
박정음      ,Hero  ,70,18,14,0,0,0,0,0,0,1,1,1,1,2,19,1,2,3,4,0,0,0.167,0,0.167,0.13,-0.36,11.1,16.7,0.67,0,,0.167,0,0,-1.2,97.66,-0.12,0.13,-3.42,-0.36
도태훈      ,NC    ,77,76,66,12,10,1,0,1,0,4,0,0,3,0,10,9,6,14,1,0,0.182,0.289,0.242,0.531,0.266,-0.24,7.9,18.4,0.43,0.06,66,0.531,4.78,2.26,4.35,3.85,0.19,0.266,-5,-0.24
김동엽      ,삼성  ,69,203,185,44,31,9,0,4,0,4,4,4,2,1,20,24,10,42,2,0,0.238,0.286,0.351,0.637,0.289,-0.64,4.9,20.7,0.24,0.113,46.25,0.637,19.62,3.58,15.8,4,-0.08,0.289,-9.16,-0.64
정주현      ,LG    ,73,214,181,43,32,7,1,3,0,0,1,9,4,3,26,10,24,32,3,0,0.238,0.325,0.337,0.662,0.312,0.24,11.2,15,0.75,0.099,60.33,0.662,20.65,3.62,21.21,4.27,-0.81,0.312,-5.11,0.24
구자욱      ,삼성  ,139,610,543,166,104,30,10,22,3,6,12,13,9,4,107,88,48,98,27,0,0.306,0.361,0.519,0.88,0.382,4.48,7.9,16.1,0.49,0.213,24.68,0.88,107.26,7.19,99.62,8.37,3.48,0.382,24.6,4.48
류지혁      ,KIA   ,92,327,273,76,66,8,0,2,1,7,3,5,7,0,37,34,42,46,0,0,0.278,0.385,0.33,0.715,0.345,1.17,12.8,14.1,0.91,0.052,136.5,0.715,38.13,4.93,42.41,2.19,-0.05,0.345,2.2,1.17
김병휘      ,Hero  ,13,11,10,2,2,0,0,0,0,0,0,0,0,0,5,0,1,2,0,0,0.2,0.273,0.2,0.473,0.237,-0.07,9.1,18.2,0.5,0,,0.473,0.62,2.09,0.34,10.15,0,0.237,-1.01,-0.07
김주형      ,Hero  ,36,70,50,9,6,3,0,0,0,13,0,3,0,0,5,5,4,15,1,0,0.18,0.388,0.24,0.628,0.338,0.38,5.7,21.4,0.27,0.06,,0.628,6.87,4.22,8.62,,0.19,0.338,0.01,0.38
오지환      ,LG    ,134,532,464,118,90,19,1,8,0,5,5,9,11,6,62,57,54,82,12,0,0.254,0.335,0.351,0.686,0.321,1.63,10.2,15.4,0.66,0.097,58,0.686,57.16,4.15,57.3,4.28,-0.43,0.321,-8.13,1.63
김찬형      ,NC    ,17,26,22,8,7,1,0,0,0,1,0,1,0,0,2,1,2,5,0,0,0.364,0.44,0.409,0.849,0.401,0.35,7.7,19.2,0.4,0.045,,0.849,4.36,7.85,4.69,2.93,0,0.401,1.5,0.35
박승규      ,삼성  ,59,78,66,12,8,1,0,3,0,2,0,1,4,1,13,5,9,9,1,0,0.182,0.299,0.333,0.632,0.299,-0.1,11.5,11.5,1,0.151,22,0.632,5.98,2.69,6.84,2.97,-0.27,0.299,-2.76,-0.1
최용제      ,두산  ,78,119,104,29,26,3,0,0,0,2,1,2,0,0,7,15,11,21,0,0,0.279,0.356,0.308,0.664,0.32,0.39,9.2,17.6,0.52,0.029,,0.664,12.93,4.53,12.68,2.74,-0.02,0.32,-1.96,0.39
박성한      ,SSG   ,135,471,407,123,97,21,1,4,0,1,2,14,1,5,53,44,49,73,12,0,0.302,0.377,0.388,0.765,0.357,3.18,10.4,15.5,0.67,0.086,101.75,0.765,65.51,5.82,65.93,5.22,0.03,0.357,8.01,3.18
송성문      ,Hero  ,66,274,245,61,44,10,1,6,0,1,1,3,2,0,30,33,25,42,0,0,0.249,0.32,0.371,0.691,0.318,0.53,9.1,15.3,0.6,0.122,40.83,0.691,30.86,4.41,28.69,3.43,-0.03,0.318,-5,0.53
정진기      ,NC    ,86,199,186,43,29,8,0,6,0,1,0,2,2,3,27,21,10,37,6,0,0.231,0.274,0.371,0.645,0.289,-0.46,5,18.6,0.27,0.14,31,0.645,18.72,3.37,15.66,5.43,-0.2,0.289,-8.81,-0.46
박찬호      ,KIA   ,131,483,418,103,82,15,5,1,0,0,3,11,11,4,51,59,54,73,9,0,0.246,0.331,0.313,0.644,0.307,0.92,11.2,15.1,0.74,0.067,418,0.644,45.87,3.63,45.67,5.16,-0.11,0.307,-13.73,0.92
김성윤      ,삼성  ,30,19,18,3,3,0,0,0,0,0,1,1,0,1,7,2,0,5,0,0,0.167,0.158,0.167,0.325,0.145,-0.36,0,26.3,0,0,,0.325,0.4,0.64,-1.01,14.92,-0.46,0.145,-3.35,-0.36
박대온      ,NC    ,42,95,85,18,17,1,0,0,0,0,2,6,0,0,4,5,4,21,0,0,0.212,0.242,0.224,0.466,0.219,-0.54,4.2,22.1,0.19,0.012,,0.466,5.49,2.03,1.41,2.72,-0.01,0.219,-10.28,-0.54
김재성      ,LG    ,58,73,65,9,5,2,1,1,0,1,1,2,2,0,6,3,5,13,1,0,0.138,0.208,0.246,0.454,0.212,-0.43,6.8,17.8,0.38,0.108,65,0.454,3.45,1.55,0.61,5.44,0.19,0.212,-8.37,-0.43
김혜성      ,Hero  ,144,635,559,170,144,20,3,3,3,1,10,10,8,4,99,66,65,97,46,0,0.304,0.372,0.367,0.739,0.343,4,10.2,15.3,0.67,0.063,186.33,0.739,88.8,5.83,81.01,7,7.25,0.343,2.92,4
문성주      ,LG    ,31,89,79,18,16,1,0,1,0,2,1,1,1,1,11,10,7,15,1,0,0.228,0.303,0.278,0.581,0.28,-0.31,7.9,16.8,0.47,0.05,79,0.581,7.19,3.03,6.23,4.32,-0.27,0.28,-4.71,-0.31
프레이타    ,Hero  ,43,148,139,36,24,10,0,2,0,1,1,1,7,0,13,14,7,29,0,0,0.259,0.297,0.374,0.671,0.303,-0.28,4.7,19.6,0.24,0.115,69.5,0.671,13.69,3.33,13.42,0.6,-0.01,0.303,-4.78,-0.28
김호재      ,삼성  ,87,90,75,17,15,2,0,0,0,2,1,2,0,0,9,7,9,14,0,0,0.227,0.322,0.253,0.575,0.286,-0.21,10,15.6,0.64,0.026,,0.575,7.37,3.32,6.76,3.69,-0.01,0.286,-4.3,-0.21
천성호      ,KT    ,41,47,42,12,11,1,0,0,0,2,0,0,0,0,13,4,3,9,1,0,0.286,0.362,0.31,0.672,0.325,0.1,6.4,19.2,0.33,0.024,,0.672,5.36,4.82,5.21,7.81,0.19,0.325,-0.57,0.1
김재호      ,두산  ,89,251,211,44,35,8,0,1,0,2,3,9,7,1,23,24,29,34,1,0,0.209,0.306,0.261,0.567,0.278,-0.27,11.6,13.6,0.85,0.052,211,0.567,18.42,2.7,17.24,2.36,-0.29,0.278,-13.63,-0.27
김민수      ,삼성  ,47,87,76,20,12,5,0,3,0,1,2,4,2,0,9,13,6,13,0,0,0.263,0.318,0.447,0.765,0.337,0.5,6.9,14.9,0.46,0.184,25.33,0.765,10.94,4.76,10.62,1.84,-0.01,0.337,-0.08,0.5
이재원      ,SSG   ,107,313,271,76,60,13,0,3,4,5,2,8,14,2,29,30,29,47,0,0,0.28,0.358,0.362,0.72,0.332,1.53,9.3,15,0.62,0.082,90.33,0.72,33.12,4.08,36.86,0.72,-0.96,0.332,-1.63,1.53
터커        ,KIA   ,127,539,468,111,77,24,1,9,1,8,2,2,12,0,42,59,61,66,0,0,0.237,0.334,0.35,0.684,0.322,0.3,11.3,12.2,0.92,0.113,52,0.684,57.06,4.15,58.17,1.92,-0.06,0.322,-8.11,0.3
유강남      ,LG    ,130,441,397,100,73,16,0,11,1,14,2,5,11,0,39,60,25,75,2,0,0.252,0.317,0.375,0.692,0.317,1.69,5.7,17,0.33,0.123,36.09,0.692,47.26,4.08,45.7,2.71,0.35,0.317,-8.53,1.69
강민호      ,삼성  ,123,462,406,118,78,22,0,18,4,4,7,7,18,0,55,67,45,53,0,0,0.291,0.361,0.478,0.839,0.37,4.09,9.7,11.5,0.85,0.187,22.56,0.839,67.66,5.84,70.44,1.02,-0.05,0.37,13.63,4.09
손호영      ,LG    ,8,12,10,1,1,0,0,0,0,1,0,0,0,0,2,0,1,2,0,0,0.1,0.25,0.1,0.35,0.207,-0.1,8.3,16.7,0.5,0,,0.35,0.38,1.14,0.04,11.81,0,0.207,-1.44,-0.1
국해성      ,두산  ,4,8,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.125,0.125,0.125,0.25,0.115,-0.16,0,25,0,0,,0.25,0.13,0.5,-0.65,1.81,0,0.115,-1.63,-0.16
김창평      ,SSG   ,40,28,25,2,2,0,0,0,0,0,0,2,0,1,6,1,1,6,2,0,0.08,0.115,0.08,0.195,0.1,-0.59,3.6,21.4,0.17,0,,0.195,0.31,0.32,-2.63,14.96,-0.06,0.1,-6.07,-0.59
안치홍      ,롯데  ,119,490,421,129,87,30,2,10,2,3,9,14,10,6,58,82,52,59,3,0,0.306,0.379,0.458,0.837,0.376,3.51,10.6,12,0.88,0.152,42.1,0.837,74.17,6.22,77.19,3.2,-2.23,0.376,16.93,3.51
유한준      ,KT    ,103,337,282,87,66,16,0,5,5,7,4,4,12,0,30,42,44,34,1,0,0.309,0.409,0.418,0.827,0.381,1.86,13.1,10.1,1.29,0.109,56.4,0.827,49.75,6.37,54.51,1.49,0.15,0.381,13.07,1.86
김재유      ,롯데  ,87,192,174,50,41,8,0,1,0,4,0,4,1,0,27,18,10,36,7,0,0.287,0.34,0.351,0.691,0.322,0.6,5.2,18.8,0.28,0.064,174,0.691,23.09,4.83,20.87,6.05,1.37,0.322,-2.74,0.6
박건우      ,두산  ,126,525,458,149,110,31,2,6,2,11,6,6,16,0,82,63,50,72,13,0,0.325,0.4,0.441,0.841,0.384,4.24,9.5,13.7,0.69,0.116,76.33,0.841,84.15,6.86,86.61,5.05,2.52,0.384,22.04,4.24
최정원      ,NC    ,72,238,212,60,54,4,2,0,0,4,0,4,0,8,40,8,18,40,9,0,0.283,0.35,0.321,0.671,0.32,0.3,7.6,16.8,0.45,0.038,,0.671,25.02,4.12,25.32,7.32,-1.92,0.32,-3.95,0.3
이동훈      ,한화  ,33,62,53,10,9,1,0,0,0,2,0,4,2,2,8,2,3,12,2,0,0.189,0.259,0.208,0.467,0.232,-0.47,4.8,19.4,0.25,0.019,,0.467,2.74,1.45,1.6,5.13,-0.53,0.232,-6.02,-0.47
김태훈      ,KT    ,44,91,87,20,14,4,1,1,0,1,0,1,1,0,6,6,2,19,1,0,0.23,0.256,0.333,0.589,0.264,-0.47,2.2,20.9,0.1,0.103,87,0.589,7.45,2.92,5.04,4.94,0.19,0.264,-6.15,-0.47
정현        ,SSG   ,12,29,21,4,2,2,0,0,0,3,0,2,1,0,5,0,3,4,0,0,0.19,0.37,0.286,0.656,0.335,0.16,10.3,13.8,0.75,0.096,,0.656,2.67,3.6,3.49,5.71,0,0.335,-0.07,0.16
고종욱      ,SSG   ,88,199,180,48,41,5,0,2,0,0,2,3,6,3,25,18,16,30,2,0,0.267,0.323,0.328,0.651,0.304,-0.34,8,15.1,0.53,0.061,90,0.651,18.28,3.43,18.37,2.85,-1.01,0.304,-6.1,-0.34
박세혁      ,두산  ,96,270,237,52,40,12,0,0,0,5,3,6,6,2,25,30,22,43,4,0,0.219,0.296,0.27,0.566,0.273,-0.19,8.2,15.9,0.51,0.051,,0.566,20.23,2.74,17.15,3.68,-0.15,0.273,-16.05,-0.19
강진성      ,NC    ,124,462,406,101,74,20,0,7,2,14,2,6,12,3,49,38,36,68,9,0,0.249,0.33,0.35,0.68,0.316,-0.27,7.8,14.7,0.53,0.101,58,0.68,47.87,3.96,47.73,3.91,0.36,0.316,-9.09,-0.27
오선진      ,삼성  ,23,46,42,9,9,0,0,0,0,1,0,0,2,0,5,2,3,8,0,0,0.214,0.283,0.214,0.497,0.247,-0.18,6.5,17.4,0.38,0,,0.497,2.4,1.85,1.85,1.73,-0.01,0.247,-3.81,-0.18
이천웅      ,LG    ,67,210,180,36,27,7,0,2,0,3,1,2,11,2,20,16,25,23,3,0,0.2,0.306,0.272,0.578,0.284,-0.43,11.9,11,1.09,0.072,90,0.578,14.36,2.44,15.4,1.73,-0.35,0.284,-10.42,-0.43
최지훈      ,SSG   ,136,534,461,121,91,19,6,5,0,8,6,14,6,6,75,46,51,71,26,0,0.262,0.342,0.362,0.704,0.328,1.58,9.6,13.3,0.72,0.1,92.2,0.704,64.17,4.73,60.73,7.53,2.36,0.328,-4.94,1.58
마차도      ,롯데  ,134,539,466,130,103,21,1,5,1,4,7,11,9,4,83,58,58,65,8,0,0.279,0.359,0.361,0.72,0.337,2.49,10.8,12.1,0.89,0.082,93.2,0.72,64.71,4.85,65.58,4.72,-0.32,0.337,-0.7,2.49
김민혁      ,KT    ,75,199,172,55,46,6,2,1,0,2,0,5,3,3,22,13,20,26,6,0,0.32,0.397,0.395,0.792,0.371,1.06,10,13.1,0.77,0.075,172,0.792,28.34,5.98,30.43,5.4,-0.21,0.371,5.96,1.06
신용수      ,롯데  ,71,136,119,31,23,5,2,1,0,3,1,3,2,1,23,6,11,20,3,0,0.261,0.336,0.361,0.697,0.324,0.31,8.1,14.7,0.55,0.1,119,0.697,15.41,4.43,14.95,7.34,0.12,0.324,-1.77,0.31
최승민      ,NC    ,48,34,31,7,6,1,0,0,0,0,0,2,0,3,8,1,1,7,4,0,0.226,0.25,0.258,0.508,0.236,-0.3,2.9,20.6,0.14,0.032,,0.508,1.67,1.55,1.01,9.96,-0.59,0.236,-3.17,-0.3
정수빈      ,두산  ,104,351,313,81,55,19,4,3,1,3,1,5,7,7,50,37,29,50,12,0,0.259,0.327,0.374,0.701,0.321,0.72,8.3,14.2,0.58,0.115,104.33,0.701,37.91,4.08,37.6,6.49,-0.87,0.321,-5.57,0.72
김성현      ,SSG   ,110,274,237,67,46,15,0,6,0,0,4,8,8,1,27,37,29,29,5,0,0.283,0.356,0.422,0.778,0.353,1.68,10.6,10.6,1,0.139,39.5,0.778,36.42,5.26,37.52,2.95,0.5,0.353,3.82,1.68
이해창      ,한화  ,20,60,54,9,6,3,0,0,0,1,1,4,0,1,4,4,1,13,0,0,0.167,0.193,0.222,0.415,0.19,-0.56,1.7,21.7,0.08,0.055,,0.415,2.48,1.34,-0.7,4.83,-0.46,0.19,-8.08,-0.56
김헌곤      ,삼성  ,118,364,317,89,75,8,2,4,0,5,5,8,9,4,38,27,34,46,5,0,0.281,0.355,0.356,0.711,0.333,0.63,9.3,12.6,0.74,0.075,79.25,0.711,41.29,4.48,43.09,3.79,-0.89,0.333,-1.68,0.63
이성우      ,LG    ,36,39,33,7,7,0,0,0,0,0,0,5,1,0,0,2,1,8,0,0,0.212,0.235,0.212,0.447,0.212,-0.24,2.6,20.5,0.12,0,,0.447,1.77,1.49,0.31,0.21,0,0.212,-4.49,-0.24
김현수      ,LG    ,140,595,506,144,103,23,1,17,5,3,9,9,7,0,70,96,77,42,3,0,0.285,0.376,0.435,0.811,0.367,2.78,12.9,7.1,1.83,0.15,29.76,0.811,89.97,6.43,89.01,3.82,0.52,0.367,15.84,2.78
서건창      ,LG    ,68,267,235,58,43,12,1,2,0,3,1,5,5,0,33,25,24,34,6,0,0.247,0.323,0.332,0.655,0.308,0.44,9,12.7,0.71,0.085,117.5,0.655,27.24,3.93,25.57,5.22,1.17,0.308,-7.27,0.44
심우준      ,KT    ,139,460,407,109,81,20,2,6,0,4,6,16,2,6,61,48,32,65,16,0,0.268,0.323,0.371,0.694,0.317,1.41,7,14.1,0.49,0.103,67.83,0.694,53.07,4.45,47.84,6.42,0.38,0.317,-8.73,1.41
구본혁      ,LG    ,123,45,38,5,3,2,0,0,0,1,2,3,0,0,10,3,3,7,0,0,0.132,0.205,0.184,0.389,0.191,-0.41,6.7,15.6,0.43,0.052,,0.389,2.04,1.53,-0.52,8.96,0,0.191,-6.05,-0.41
정진호      ,한화  ,47,167,145,33,24,9,0,0,1,1,2,6,5,1,9,15,15,22,4,0,0.228,0.301,0.29,0.591,0.278,-0.6,9,13.2,0.68,0.062,,0.591,13.27,2.89,11.38,2.81,0.32,0.278,-9.16,-0.6
이대호      ,롯데  ,114,465,420,120,90,11,0,19,3,5,6,6,12,0,39,81,34,49,0,0,0.286,0.342,0.448,0.79,0.35,1.02,7.3,10.5,0.69,0.162,22.11,0.79,63.54,5.39,62.34,1.24,-0.05,0.35,5.15,1.02
이용규      ,Hero  ,133,547,459,136,111,16,8,1,2,5,6,12,5,2,88,43,71,47,17,0,0.296,0.392,0.373,0.765,0.36,2.82,13,8.6,1.51,0.077,459,0.765,77.27,6.1,78.09,7.74,2.39,0.36,10.82,2.82
손아섭      ,롯데  ,139,610,542,173,139,29,2,3,3,3,1,4,15,6,88,58,61,67,11,0,0.319,0.39,0.397,0.787,0.365,3.05,10,11,0.91,0.078,180.67,0.787,84.55,5.79,90.07,4.31,-0.66,0.365,15.05,3.05
박민우      ,NC    ,50,215,180,47,38,5,3,1,0,7,2,6,4,3,30,18,22,23,12,0,0.261,0.36,0.339,0.699,0.334,0.87,10.2,10.7,0.96,0.078,180,0.699,25.1,4.64,25.57,7.45,0.98,0.334,-0.87,0.87
김상수      ,삼성  ,132,496,429,101,80,17,1,3,0,3,4,12,14,2,46,42,52,51,4,0,0.235,0.32,0.301,0.621,0.297,-0.02,10.5,10.3,1.02,0.066,143,0.621,43.04,3.26,42.48,3.09,-0.18,0.297,-18.52,-0.02
김태진      ,KIA   ,99,414,381,105,87,12,5,1,1,0,4,10,7,5,43,36,23,64,8,0,0.276,0.314,0.341,0.655,0.299,-0.01,5.6,15.5,0.36,0.065,381,0.655,40.84,3.7,36.26,5.65,-0.75,0.299,-14.65,-0.01
전준우      ,롯데  ,144,619,552,192,139,46,0,7,0,5,8,9,10,3,88,92,53,71,6,0,0.348,0.405,0.469,0.874,0.395,4.86,8.6,11.5,0.75,0.121,78.86,0.874,108.12,7.64,108.56,3.86,-0.27,0.395,32.44,4.86
황윤호      ,KIA   ,6,19,17,3,3,0,0,0,0,1,0,0,1,0,2,0,1,3,0,0,0.176,0.263,0.176,0.439,0.227,-0.13,5.3,15.8,0.33,0,,0.439,0.74,1.33,0.42,2.29,0,0.227,-1.92,-0.13
김태군      ,NC    ,102,276,232,51,37,7,0,7,0,11,3,12,4,1,23,24,21,30,0,0,0.22,0.311,0.341,0.652,0.305,0.72,7.6,10.9,0.7,0.121,33.14,0.652,26.59,3.63,25.69,2.6,-0.49,0.305,-8.26,0.72
정보근      ,롯데  ,11,20,18,5,5,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0.278,0.35,0.278,0.628,0.307,0.02,10,10,1,0,,0.628,1.38,2.48,1.89,0.18,-0.46,0.307,-0.57,0.02
최원준      ,KIA   ,143,668,589,174,144,21,5,4,0,11,3,7,7,12,82,44,61,68,40,0,0.295,0.37,0.368,0.738,0.347,2.56,9.1,10.2,0.9,0.073,147.25,0.738,88.54,5.42,87.49,6.62,2.36,0.347,5.34,2.56
이정후      ,Hero  ,123,544,464,167,112,42,6,7,1,9,9,9,8,3,78,84,62,37,10,0,0.36,0.438,0.522,0.96,0.429,7.06,11.4,6.8,1.68,0.162,66.29,0.96,112.79,9.61,112.3,5.8,0.54,0.429,45.41,7.06
페르난데    ,두산  ,141,617,540,170,131,24,0,15,3,6,6,6,25,2,73,81,65,35,0,0,0.315,0.391,0.443,0.834,0.379,3.03,10.5,5.7,1.86,0.128,36,0.834,90.31,6.05,99,1.05,-1.01,0.379,23.13,3.03
이호연      ,롯데  ,7,11,9,2,2,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0.222,0.273,0.222,0.495,0.237,-0.08,9.1,9.1,1,0,,0.495,0.55,1.65,0.34,-3.19,0,0.237,-1.01,-0.08
강민국      ,KT    ,18,50,45,11,9,2,0,0,0,0,0,1,1,0,2,4,3,6,0,0,0.244,0.292,0.289,0.581,0.273,-0.12,6,12,0.5,0.045,,0.581,3.79,2.84,3.19,1.5,-0.01,0.273,-2.96,-0.12
김선빈      ,KIA   ,130,564,501,154,117,32,0,5,2,1,5,6,19,0,55,67,56,39,0,0,0.307,0.375,0.401,0.776,0.357,3.29,9.9,6.9,1.44,0.094,100.2,0.776,74.58,5.41,79.08,1.39,-0.07,0.357,9.72,3.29
이재율      ,NC    ,23,17,15,3,1,2,0,0,0,2,0,0,1,1,5,1,0,3,1,0,0.2,0.294,0.333,0.627,0.295,-0.05,0,17.6,0,0.133,,0.627,1.07,2.06,1.43,25.88,-0.26,0.295,-0.66,-0.05
김지찬      ,삼성  ,120,336,296,81,74,6,0,1,0,0,3,13,0,4,50,26,27,31,23,0,0.274,0.331,0.304,0.635,0.302,0.7,8,9.2,0.87,0.03,296,0.635,35.99,4.19,30.23,6.93,2.7,0.302,-11.09,0.7
이원재      ,NC    ,31,69,65,15,13,2,0,0,0,1,1,2,1,0,3,7,1,11,1,0,0.231,0.25,0.262,0.512,0.236,-0.57,1.4,15.9,0.09,0.031,,0.512,4.48,2.28,2.04,3.1,0.19,0.236,-6.44,-0.57
박승욱      ,KT    ,8,6,6,2,1,1,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0.333,0.333,0.5,0.833,0.363,0.05,0,16.7,0,0.167,,0.833,1.17,7.9,0.88,17.46,0.2,0.363,0.14,0.05
이상호      ,LG    ,45,68,65,20,18,2,0,0,0,0,0,2,2,1,5,12,1,10,2,0,0.308,0.318,0.338,0.656,0.3,-0.01,1.5,14.7,0.1,0.03,,0.656,6.44,3.48,6.03,2.97,-0.07,0.3,-2.33,-0.01
허경민      ,두산  ,136,518,468,130,100,24,1,5,1,8,3,6,21,7,61,59,36,35,5,0,0.278,0.338,0.365,0.703,0.325,1.14,7,6.8,1.03,0.087,93.6,0.703,53.09,3.85,57.4,2.73,-2.29,0.325,-6.3,1.14
김준완      ,NC    ,13,14,12,2,1,0,1,0,0,0,0,0,0,0,3,1,2,0,0,0,0.167,0.286,0.333,0.619,0.287,-0.03,14.3,0,,0.166,,0.619,1.29,3.48,1.07,13.9,0,0.287,-0.65,-0.03
이지영      ,Hero  ,108,258,233,64,58,5,1,0,2,1,3,5,10,1,29,31,19,17,3,0,0.275,0.328,0.305,0.633,0.296,0.32,7.4,6.6,1.12,0.03,,0.633,22.77,3.32,21.74,3.36,0.11,0.296,-9.99,0.32
안권수      ,두산  ,87,47,42,10,9,0,1,0,0,0,0,2,0,0,17,4,3,3,3,0,0.238,0.289,0.286,0.575,0.27,-0.15,6.4,6.4,1,0.048,,0.575,4.25,3.38,2.85,13.03,0.59,0.27,-2.93,-0.15
안익훈      ,LG    ,47,16,14,2,1,1,0,0,0,2,0,0,1,0,4,1,0,2,0,0,0.143,0.25,0.214,0.464,0.235,-0.12,0,12.5,0,0.071,,0.464,0.66,1.37,0.46,,0,0.235,-1.5,-0.12
고명성      ,KT    ,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.03,0,0,,0,,0,0,0,-0.19,,0,0,-0.31,-0.03
서예일      ,두산  ,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03,0,0,,0,,0,0,0,-0.19,,0,0,-0.31,-0.03
권정웅      ,삼성  ,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03,0,0,,0,,0,0,0,-0.19,,0,0,-0.31,-0.03
박상언      ,한화  ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03,0,0,,0,,0,0,0,-0.19,,0,0,-0.31,-0.03
이정용      ,LG    ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03,0,0,,0,,0,0,0,-0.19,,0,0,-0.31,-0.03
박시원      ,NC    ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03,0,0,,0,,0,0,0,-0.19,,0,0,-0.31,-0.03
오태양      ,NC    ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03,0,0,,0,,0,0,0,-0.19,,0,0,-0.31,-0.03
김현준      ,삼성  ,13,4,4,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0.25,0.25,0.25,0.5,0.23,-0.04,0,0,,0,,0.5,0,0,0.1,1.81,0,0.23,-0.4,-0.04
김응민      ,삼성  ,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0,,0,,0,0,0,-0.37,,0,0,-0.62,-0.05
최민창      ,LG    ,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06,0,0,,0,,0,0,0,-0.37,,0,0,-0.62,-0.06
최우재      ,NC    ,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06,0,0,,0,,0,0,0,-0.37,,0,0,-0.62,-0.06
장준원      ,LG    ,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09,0,0,,0,,0,0,0,-0.56,,0,0,-0.93,-0.09
김태균      ,한화  ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,
안주형      ,삼성  ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,
박관진      ,Hero  ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,,,
