,종목코드,종목명,EPS,PER,BPS,PBR,주당배당금,배당수익률
909,232140,와이씨,169.0,94.73,3853.0,4.16,0,0.0
910,065530,와이어블,49.0,31.98,1574.0,1.0,50,3.19
911,067900,와이엔텍,1330.0,5.19,13859.0,0.5,50,0.72
912,007530,와이엠,50.0,57.4,2294.0,1.25,0,0.0
913,155650,와이엠씨,752.0,5.27,6217.0,0.64,200,5.05
914,273640,와이엠텍,609.0,26.03,5505.0,2.88,180,1.14
915,066430,와이오엠,74.0,8.18,1098.0,0.55,0,0.0
916,273060,와이즈버즈,17.0,58.41,904.0,1.1,0,0.0
917,019210,와이지-원,731.0,7.25,10244.0,0.52,280,5.28
918,122870,와이지엔터테인먼트,3310.0,10.63,25166.0,1.4,300,0.85
919,332570,와이팜,529.0,5.41,2210.0,1.29,0,0.0
920,079000,와토스코리아,370.0,13.73,11013.0,0.46,200,3.94
921,403490,우듬지팜,34.0,60.0,836.0,2.44,0,0.0
922,316140,우리금융지주,3231.0,5.08,42116.0,0.39,1000,6.09
923,032820,우리기술,33.0,62.27,672.0,3.06,0,0.0
924,041190,우리기술투자,1566.0,4.76,6692.0,1.11,0,0.0
925,115440,우리넷,636.0,11.08,7071.0,1.0,0,0.0
926,082850,우리바이오,331.0,15.14,4227.0,1.19,0,0.0
927,215360,우리산업,1939.0,6.7,10771.0,1.21,165,1.27
928,072470,우리산업홀딩스,410.0,7.93,6930.0,0.47,50,1.54
929,073560,우리손에프앤지,22.0,59.5,3625.0,0.36,25,1.91
930,037400,우리엔터프라이즈,208.0,7.38,5536.0,0.28,0,0.0
931,153490,우리이앤엘,107.0,8.27,1616.0,0.55,0,0.0
932,101170,우림피티에스,381.0,16.38,6775.0,0.92,50,0.8
933,006980,우성,4307.0,3.88,71109.0,0.23,300,1.8
934,066590,우수AMS,261.0,11.57,2109.0,1.43,0,0.0
935,017370,우신시스템,477.0,15.32,6200.0,1.18,50,0.68
936,046940,우원개발,82.0,35.73,5712.0,0.51,0,0.0
937,065680,우주일렉트로,684.0,25.25,27866.0,0.62,150,0.87
938,105840,우진,589.0,14.24,8509.0,0.99,200,2.38
939,010400,우진아이엔에스,288.0,12.29,14230.0,0.25,0,0.0
940,457550,우진엔텍,830.0,22.17,4701.0,3.91,330,1.79
941,049800,우진플라임,303.0,8.09,5321.0,0.46,50,2.04
942,396470,워트,172.0,65.99,3765.0,3.01,50,0.44
943,005820,원림,3577.0,4.41,58550.0,0.27,500,3.17
944,307280,원바이오젠,157.0,9.82,908.0,1.7,20,1.3
945,074600,원익QnC,1451.0,20.26,15504.0,1.9,57,0.19
946,104830,원익머트리얼즈,1098.0,27.0,35554.0,0.83,150,0.51
947,014190,원익큐브,140.0,11.96,2944.0,0.57,0,0.0
948,012620,원일특강,1818.0,4.11,35162.0,0.21,220,2.95
949,382840,원준,369.0,29.97,7851.0,1.41,200,1.81
950,336570,원텍,441.0,13.17,1126.0,5.16,50,0.86
951,376980,원티드랩,155.0,32.16,3829.0,1.3,0,0.0
952,008370,원풍,591.0,8.34,7957.0,0.62,220,4.46
953,101160,월덱스,3261.0,7.94,14506.0,1.79,60,0.23
954,336060,웨이버스,148.0,9.41,732.0,1.9,0,0.0
955,095270,웨이브일렉트로,48.0,114.79,4553.0,1.21,0,0.0
956,043590,웰킵스하이텍,343.0,2.62,1598.0,0.56,0,0.0
957,196700,웹스,70.0,20.9,2378.0,0.62,0,0.0
958,069080,웹젠,1955.0,9.49,21098.0,0.88,300,1.62
959,053580,웹케시,416.0,17.93,7720.0,0.97,100,1.34
960,044340,위닉스,633.0,10.93,13257.0,0.52,300,4.34
961,330350,위더스제약,603.0,14.05,6839.0,1.24,100,1.18
962,348350,위드텍,630.0,13.43,11469.0,0.74,0,0.0
963,101730,위메이드맥스,194.0,42.89,2524.0,3.3,0,0.0
964,123420,위메이드플레이,415.0,18.8,20967.0,0.37,0,0.0
965,038620,위즈코프,23.0,27.43,1277.0,0.49,0,0.0
966,299900,위지윅스튜디오,299.0,5.16,1311.0,1.18,0,0.0
967,136540,윈스,1681.0,7.75,14933.0,0.87,500,3.84
968,192390,윈하이텍,610.0,5.87,6383.0,0.56,60,1.68
969,335870,윙스풋,203.0,6.08,1793.0,0.69,0,0.0
970,033270,유나이티드제약,3298.0,7.2,25898.0,0.92,420,1.77
971,014830,유니드,2450.0,34.0,136033.0,0.61,1600,1.92
972,446070,유니드비티플러스,81.0,59.07,18099.0,0.26,0,0.0
973,036200,유니셈,620.0,12.63,7288.0,1.07,80,1.02
974,000910,유니온,468.0,9.54,8302.0,0.54,125,2.8
975,203450,유니온커뮤니티,238.0,10.65,3087.0,0.82,70,2.76
976,077500,유니퀘스트,771.0,6.98,9906.0,0.54,200,3.72
977,011320,유니크,330.0,13.67,6072.0,0.74,45,1.0
978,086390,유니테스트,332.0,32.38,7270.0,1.48,150,1.4
979,241690,유니테크노,373.0,12.68,5150.0,0.92,0,0.0
980,142210,유니트론텍,1002.0,5.59,5697.0,0.98,100,1.79
981,088340,유라클,1206.0,13.98,4407.0,3.83,0,0.0
982,048430,유라테크,1507.0,4.59,11693.0,0.59,190,2.75
983,089850,유비벨록스,1439.0,5.15,8442.0,0.88,280,3.78
984,264450,유비쿼스,2529.0,5.27,16113.0,0.83,510,3.83
985,078070,유비쿼스홀딩스,847.0,11.84,14656.0,0.68,250,2.49
986,002920,유성기업,381.0,6.18,11627.0,0.2,60,2.55
987,024800,유성티엔에스,1703.0,1.22,12622.0,0.16,0,0.0
988,000700,유수홀딩스,417.0,12.71,13687.0,0.39,350,6.6
989,054930,유신,6698.0,3.74,42319.0,0.59,750,2.99
990,049520,유아이엘,540.0,11.57,7593.0,0.82,0,0.0
991,003470,유안타증권,299.0,9.95,7793.0,0.38,180,6.05
992,263770,유에스티,498.0,4.57,3348.0,0.68,100,4.4
993,072130,유엔젤,120.0,25.79,4588.0,0.67,0,0.0
994,023410,유진기업,959.0,3.63,14368.0,0.24,170,4.88
995,084370,유진테크,1099.0,45.59,15517.0,3.23,200,0.4
996,001200,유진투자증권,334.0,14.75,11018.0,0.45,60,1.22
997,221800,유투바이오,63.0,72.7,3366.0,1.36,30,0.66
998,000100,유한양행,1815.0,51.07,27491.0,3.37,450,0.49
999,003460,유화증권,119.0,18.87,8346.0,0.27,120,5.35
1000,372170,윤성에프앤씨,3073.0,16.4,20202.0,2.49,150,0.3
1001,025820,이구산업,20.0,229.25,3766.0,1.22,50,1.09
1002,067920,이글루,835.0,6.26,7291.0,0.72,180,3.44
1003,044960,이글벳,242.0,21.2,3694.0,1.39,40,0.78
1004,303530,이노뎁,144.0,54.31,5510.0,1.42,0,0.0
1005,296640,이노룰스,7.0,875.71,5939.0,1.03,60,0.98
1006,302430,이노메트리,800.0,12.48,6563.0,1.52,0,0.0
1007,214320,이노션,2544.0,7.55,22771.0,0.84,1175,6.12
1008,056090,이노시스,21.0,63.67,763.0,1.75,0,0.0
1009,073490,이노와이어리스,1430.0,13.01,21824.0,0.85,350,1.88
1010,344860,이노진,120.0,16.58,1340.0,1.48,30,1.51
1011,272290,이녹스첨단소재,1673.0,17.04,20702.0,1.38,250,0.88
1012,452400,이닉스,1837.0,9.84,13452.0,1.34,416,2.3
1013,264850,이랜시스,168.0,35.06,1570.0,3.75,50,0.85
1014,054210,이랜텍,659.0,10.17,9538.0,0.7,80,1.19
1015,009730,이렘,3.0,708.33,1094.0,1.94,0,0.0
1016,065440,이루온,141.0,9.79,1706.0,0.81,0,0.0
1017,131400,이브이첨단소재,28.0,89.29,2035.0,1.23,0,0.0
1018,080010,이상네트웍스,620.0,8.65,12329.0,0.43,770,14.37
1019,086890,이수앱지스,108.0,63.8,2230.0,3.09,0,0.0
1020,007660,이수페타시스,755.0,60.53,4218.0,10.83,100,0.22
1021,067010,이씨에스,378.0,8.76,4538.0,0.73,120,3.63
1022,063760,이엘피,64.0,44.14,7330.0,0.39,50,1.77
1023,123570,이엠넷,189.0,14.58,4232.0,0.65,50,1.81
1024,102460,이연제약,195.0,76.15,13556.0,1.1,150,1.01
1025,039030,이오테크닉스,3026.0,60.34,45930.0,3.98,450,0.25
1026,353810,이지바이오,455.0,8.4,1839.0,2.08,100,2.62
1027,035810,이지홀딩스,407.0,6.74,8970.0,0.31,120,4.37
1028,092130,이크레더블,975.0,12.86,3776.0,3.32,780,6.22
1029,134060,이퓨쳐,337.0,12.76,5461.0,0.79,0,0.0
1030,041830,인바디,2819.0,8.66,19096.0,1.28,350,1.43
1031,101140,인바이오젠,2216.0,4.21,14891.0,0.63,0,0.0
1032,277410,인산가,141.0,11.57,1713.0,0.95,50,3.06
1033,060150,인선이엔티,38.0,166.05,7666.0,0.82,0,0.0
1034,450520,인스웨이브시스템즈,384.0,11.33,3131.0,1.39,0,0.0
1035,037330,인지디스플레,370.0,4.31,4618.0,0.35,50,3.13
1036,100030,인지소프트,1934.0,9.42,19215.0,0.95,728,4.0
1037,023800,인지컨트롤스,922.0,7.34,13906.0,0.49,200,2.95
1038,034590,인천도시가스,4251.0,6.05,51324.0,0.5,1250,4.86
1039,211050,인카금융서비스,575.0,8.97,1923.0,2.68,70,1.36
1040,216050,인크로스,1047.0,6.43,9480.0,0.71,321,4.77
1041,049070,인탑스,1715.0,13.82,39253.0,0.6,235,0.99
1042,119610,인터로조,1103.0,22.57,15008.0,1.66,600,2.41
1043,017250,인터엠,406.0,2.71,1921.0,0.57,0,0.0
1044,129260,인터지스,475.0,4.73,9198.0,0.24,100,4.45
1045,051370,인터플렉스,1171.0,10.13,9452.0,1.25,0,0.0
1046,189300,인텔리안테크,572.0,95.98,26164.0,2.1,100,0.18
1047,023810,인팩,1112.0,6.6,12029.0,0.61,180,2.45
1048,115310,인포바인,3341.0,6.15,49587.0,0.41,900,4.38
1049,039290,인포뱅크,734.0,9.4,8990.0,0.77,50,0.72
1050,071200,인피니트헬스케어,785.0,5.92,5498.0,0.84,0,0.0
1051,101930,인화정공,270.0,76.67,18604.0,1.11,2250,10.87
1052,013360,일성건설,57.0,25.51,2309.0,0.63,0,0.0
1053,333430,일승,125.0,27.52,1237.0,2.78,0,0.0
1054,068330,일신바이오,148.0,15.17,1369.0,1.64,7,0.31
1055,003200,일신방직,360.0,22.69,40268.0,0.2,100,1.22
1056,007110,일신석재,21.0,60.95,736.0,1.74,0,0.0
1057,019540,일지테크,2444.0,1.86,9284.0,0.49,100,2.21
1058,081000,일진다이아,704.0,18.99,28457.0,0.47,300,2.24
1059,103590,일진전기,881.0,27.13,9465.0,2.53,220,0.92
1060,094820,일진파워,635.0,15.92,8668.0,1.17,330,3.26
1061,271940,일진하이솔루스,39.0,548.72,8699.0,2.46,0,0.0
1062,015860,일진홀딩스,597.0,6.56,9819.0,0.4,150,3.83
1063,226320,잇츠한불,193.0,65.23,20949.0,0.6,150,1.19
1064,049550,잉크테크,189.0,21.11,3736.0,1.07,0,0.0
1065,043910,자연과환경,48.0,14.71,811.0,0.87,0,0.0
1066,317400,자이에스앤디,1009.0,4.65,10548.0,0.44,150,3.2
1067,049630,재영솔루텍,14.0,49.64,757.0,0.92,0,0.0
1068,079900,전진건설로봇,2105.0,9.74,7591.0,2.7,1052,5.13
1069,208140,정다운,999.0,2.64,3733.0,0.71,300,11.39
1070,040420,정상제이엘에스,891.0,7.32,5619.0,1.16,530,8.13
1071,045510,정원엔시스,54.0,18.48,1367.0,0.73,0,0.0
1072,217190,제너셈,425.0,22.16,4857.0,1.94,0,0.0
1073,122310,제노레이,912.0,6.73,6982.0,0.88,160,2.61
1074,361390,제노코,221.0,67.47,4645.0,3.21,50,0.34
1075,159580,제로투세븐,48.0,96.98,4070.0,1.14,50,1.07
1076,147830,제룡산업,379.0,19.05,3977.0,1.82,200,2.77
1077,033100,제룡전기,3510.0,19.17,7770.0,8.66,500,0.74
1078,079370,제우스,324.0,47.93,9813.0,1.58,100,0.64
1079,054950,제이브이엠,2278.0,9.75,15584.0,1.42,400,1.8
1080,287410,제이시스메디칼,328.0,39.66,1262.0,10.31,0,0.0
1081,137950,제이씨케미칼,946.0,5.66,7504.0,0.71,150,2.8
1082,417500,제이아이테크,114.0,35.04,1976.0,2.02,0,0.0
1083,204270,제이앤티씨,311.0,57.88,6223.0,2.89,0,0.0
1084,194370,제이에스코퍼레이션,3499.0,4.5,21974.0,0.72,900,5.71
1085,026040,제이에스티나,54.0,33.69,3018.0,0.6,100,5.5
1086,126880,제이엔케이글로벌,163.0,22.12,4930.0,0.73,0,0.0
1087,033050,제이엠아이,77.0,11.71,1608.0,0.56,0,0.0
1088,094970,제이엠티,1349.0,3.4,7335.0,0.63,50,1.09
1089,418550,제이오,608.0,28.59,4585.0,3.79,0,0.0
1090,420570,제이투케이바이오,1001.0,17.2,3533.0,4.87,0,0.0
1091,089790,제이티,601.0,10.3,6552.0,0.94,0,0.0
1092,030000,제일기획,1849.0,9.52,12703.0,1.39,1110,6.31
1093,271980,제일약품,343.0,45.83,10882.0,1.44,50,0.32
1094,001560,제일연마,1536.0,5.46,13916.0,0.6,300,3.58
1095,199820,제일일렉트릭,361.0,19.17,5668.0,1.22,200,2.89
1096,038010,제일테크노스,3112.0,2.23,13610.0,0.51,180,2.59
1097,080220,제주반도체,485.0,31.01,4670.0,3.22,0,0.0
1098,006220,제주은행,66.0,144.39,16678.0,0.57,100,1.05
1099,089590,제주항공,1650.0,5.39,3862.0,2.3,0,0.0
1100,216080,제테마,783.0,21.32,4004.0,4.17,0,0.0
1101,004910,조광페인트,468.0,15.17,17221.0,0.41,200,2.82
1102,004700,조광피혁,2546.0,20.93,122353.0,0.44,0,0.0
1103,462520,조선내화,1990.0,8.55,17960.0,0.95,0,0.0
1104,120030,조선선재,12933.0,7.36,146238.0,0.65,500,0.53
1105,067000,조이시티,80.0,24.68,1517.0,1.3,0,0.0
1106,002600,조흥,592.0,292.23,249400.0,0.69,6000,3.47
1107,185750,종근당,15941.0,7.46,64233.0,1.85,1100,0.93
1108,001630,종근당홀딩스,9744.0,5.45,118253.0,0.45,1400,2.64
1109,033340,좋은사람들,29.0,32.93,581.0,1.64,0,0.0
1110,036930,주성엔지니어링,716.0,41.62,10890.0,2.74,50,0.17
1111,072020,중앙백신,621.0,17.34,10333.0,1.04,150,1.39
1112,013890,지누스,263.0,58.75,31019.0,0.5,90,0.58
1113,043610,지니뮤직,238.0,9.64,3088.0,0.74,0,0.0
1114,263860,지니언스,715.0,13.73,5855.0,1.68,200,2.04
1115,208350,지란지교시큐리티,1356.0,2.23,6260.0,0.48,0,0.0
1116,382480,지아이텍,152.0,16.97,2006.0,1.29,36,1.4
1117,382800,지앤비에스 에코,588.0,6.73,3047.0,1.3,0,0.0
1118,051160,지어소프트,683.0,14.33,8692.0,1.13,0,0.0
1119,053050,지에스이,186.0,21.42,3088.0,1.29,40,1.0
1120,119850,지엔씨에너지,739.0,8.65,8114.0,0.79,70,1.1
1121,013870,지엠비코리아,604.0,6.84,13635.0,0.3,150,3.63
1122,071320,지역난방공사,16508.0,2.52,180371.0,0.23,0,0.0
1123,311320,지오엘리먼트,177.0,49.1,3995.0,2.18,0,0.0
1124,388050,지투파워,37.0,186.49,1735.0,3.98,0,0.0
1125,088790,진도,353.0,5.0,8626.0,0.2,50,2.83
1126,018120,진로발효,923.0,18.44,11554.0,1.47,650,3.82
1127,086060,진바이오텍,301.0,13.29,5610.0,0.71,0,0.0
1128,036890,진성티이씨,1422.0,5.98,11615.0,0.73,200,2.35
1129,003780,진양산업,654.0,10.0,4385.0,1.49,250,3.82
1130,007370,진양제약,1175.0,6.01,8301.0,0.85,150,2.12
1131,010640,진양폴리,366.0,17.98,3222.0,2.04,250,3.8
1132,100250,진양홀딩스,675.0,4.66,6703.0,0.47,200,6.36
1133,272450,진에어,2494.0,4.01,2775.0,3.6,0,0.0
1134,002780,진흥기업,311.0,2.78,1828.0,0.47,0,0.0
1135,094850,참좋은여행,542.0,9.85,6319.0,0.85,0,0.0
1136,066360,체리부로,291.0,3.09,1742.0,0.52,0,0.0
1137,033250,체시스,103.0,13.35,1039.0,1.32,0,0.0
1138,016920,카스,71.0,17.38,2627.0,0.47,10,0.81
1139,323410,카카오뱅크,745.0,28.93,12843.0,1.68,150,0.7
1140,377300,카카오페이,19.0,1252.63,13981.0,1.7,0,0.0
1141,042000,카페24,430.0,84.53,7552.0,4.81,0,0.0
1142,119860,커넥트웨이브,42.0,427.62,14407.0,1.25,0,0.0
1143,078340,컴투스,3435.0,11.05,97651.0,0.39,2600,6.85
1144,079190,케스피온,75.0,12.12,601.0,1.51,0,0.0
1145,214370,케어젠,813.0,21.19,4626.0,3.72,640,3.71
1146,221980,케이디켐,1391.0,9.3,26053.0,0.5,500,3.86
1147,001620,케이비아이동국실업,71.0,8.63,1726.0,0.36,0,0.0
1148,192250,케이사인,66.0,15.14,1272.0,0.79,15,1.5
1149,431190,케이쓰리아이,211.0,57.2,1946.0,6.2,0,0.0
1150,029460,케이씨,3907.0,5.14,63264.0,0.32,260,1.29
1151,115500,케이씨에스,231.0,24.85,1619.0,3.55,180,3.14
1152,281820,케이씨텍,1562.0,26.15,22307.0,1.83,180,0.44
1153,089150,케이씨티,67.0,33.13,1989.0,1.12,60,2.7
1154,025880,케이씨피드,420.0,5.67,4159.0,0.57,75,3.15
1155,093320,케이아이엔엑스,5104.0,13.89,34638.0,2.05,600,0.85
1156,073010,케이에스피,349.0,13.11,1264.0,3.62,10,0.22
1157,105330,케이엔더블유,154.0,38.77,7883.0,0.76,0,0.0
1158,053080,케이엔솔,871.0,18.11,13032.0,1.21,300,1.9
1159,432470,케이엔에스,502.0,35.34,5674.0,3.13,0,0.0
1160,272110,케이엔제이,1354.0,13.58,8182.0,2.25,0,0.0
1161,039420,케이엘넷,345.0,7.43,2502.0,1.03,80,3.12
1162,381970,케이카,590.0,22.31,4876.0,2.7,760,5.78
1163,036030,케이티알파,332.0,12.74,4984.0,0.85,0,0.0
1164,064820,케이프,835.0,6.56,7390.0,0.74,300,5.47
1165,256940,케이피에스,210.0,27.38,3053.0,1.88,0,0.0
1166,024880,케이피에프,1066.0,4.55,10850.0,0.45,150,3.09
1167,042040,케이피엠테크,29.0,11.28,618.0,0.53,0,0.0
1168,054410,케이피티유,544.0,7.54,8259.0,0.5,0,0.0
1169,220260,켐트로스,106.0,53.21,2323.0,2.43,0,0.0
1170,052400,코나아이,2206.0,6.52,13072.0,1.1,500,3.48
1171,391710,코닉오토메이션,56.0,42.05,631.0,3.73,0,0.0
1172,047770,코데즈컴바인,98.0,13.16,1683.0,0.77,0,0.0
1173,104540,코렌텍,321.0,21.09,5514.0,1.23,0,0.0
1174,027050,코리아나,58.0,47.24,2825.0,0.97,0,0.0
1175,123410,코리아에프티,1097.0,5.91,6188.0,1.05,120,1.85
1176,003690,코리안리,1655.0,5.4,22088.0,0.4,540,6.04
1177,049430,코메론,1705.0,5.53,23064.0,0.41,250,2.65
1178,183300,코미코,3096.0,23.51,20223.0,3.6,400,0.55
1179,089890,코세스,420.0,25.62,4006.0,2.69,0,0.0
1180,360350,코셈,337.0,27.48,2530.0,3.66,0,0.0
1181,192820,코스맥스,5036.0,24.74,31952.0,3.9,500,0.4
1182,044820,코스맥스비티아이,948.0,9.43,24263.0,0.37,350,3.91
1183,241710,코스메카코리아,2090.0,38.56,15874.0,5.08,0,0.0
1184,005070,코스모신소재,861.0,123.58,14732.0,7.22,0,0.0
1185,029960,코엔텍,715.0,10.14,3718.0,1.95,500,6.9
1186,002020,코오롱,621.0,24.52,78295.0,0.19,550,3.61
1187,138490,코오롱ENP,863.0,7.49,7412.0,0.87,160,2.48
1188,003070,코오롱글로벌,13.0,767.69,28530.0,0.35,400,4.01
1189,450140,코오롱모빌리티그룹,196.0,12.81,2993.0,0.84,40,1.59
1190,120110,코오롱인더,1282.0,27.07,92518.0,0.38,1300,3.75
1191,021240,코웨이,6495.0,9.31,36380.0,1.66,1350,2.23
1192,033290,코웰패션,502.0,4.72,6257.0,0.38,160,6.75
1193,056360,코위버,85.0,53.29,14116.0,0.32,30,0.66
1194,282880,코윈테크,1142.0,13.25,15052.0,1.01,250,1.65
1195,448710,코츠테크놀로지,1906.0,11.15,8403.0,2.53,0,0.0
1196,126730,코칩,719.0,16.31,3436.0,3.41,0,0.0
1197,015710,코콤,183.0,20.08,7417.0,0.5,70,1.9
1198,052330,코텍,566.0,13.22,23190.0,0.32,200,2.67
1199,322780,코퍼스코리아,90.0,11.02,1540.0,0.64,10,1.01
1200,200130,콜마비앤에이치,674.0,23.12,13693.0,1.14,308,1.98
1201,031820,콤텍시스템,33.0,18.33,1300.0,0.47,0,0.0
1202,294570,쿠콘,703.0,19.62,12713.0,1.08,100,0.73
1203,192400,쿠쿠홀딩스,4187.0,5.28,34678.0,0.64,1100,4.98
1204,284740,쿠쿠홈시스,4994.0,4.16,35985.0,0.58,800,3.85
1205,182360,큐브엔터,801.0,16.94,5747.0,2.36,0,0.0
1206,405100,큐알티,219.0,69.27,8347.0,1.82,480,3.16
1207,066310,큐에스아이,294.0,25.85,9040.0,0.84,100,1.32
1208,016600,큐캐피탈,41.0,7.8,776.0,0.41,0,0.0
1209,264900,크라운제과,1834.0,4.87,16015.0,0.56,250,2.8
1210,005740,크라운해태홀딩스,1391.0,4.38,21080.0,0.29,100,1.64
1211,259960,크래프톤,12812.0,25.91,120194.0,2.76,0,0.0
